id,url,date,keywords,mentions,lead,sentiment_raw,sentiment_label
668902,https://www.rtvslo.si/sport/nogomet/nemsko-nogometno-prvenstvo/haller-veliki-junak-borussie-ki-je-zavzela-vrh/668902,2023-05-20 20:40:00,"Kevin Kampl, Christopher Nkunku, Konrad Laimer, Thomas Tuchel","Sebastien Haller, 33. krog:FREIBURG, RB LEIPZIG, BORUSSIA (D), Borussia (D):",Na zadnji tekmi sezone na Allianz Areni so nogometaši Bayerna doživeli prvi poraz na domači zelenici. Po zelo slabi igri v drugem polčasu so na derbiju 33. kroga Bundeslige izgubili proti Leipzigu z 1:3. Borussia Dortmund je ugnala Augsburg (0:3). ,0.0,neutral
667306,https://www.rtvslo.si/sport/rekreacija/wings-for-life-urban-jereb-se-je-ustavil-po-59-kilometrih/667306,2023-05-07 14:32:00,"Wings for Life, tek, dobrodelni tek"," Katarina Pišotek,  Urban Jereb","Na 10. dobrodelnem teku Wings for life je po vsem svetu teklo več kot 200 tisoč tekačev, od tega 2750 organizirano v Ljubljani. Dodatno je po vsej Sloveniji prek aplikacije (v tem primeru si vsak lahko izbere svojo traso) še 245 tekačev.",0.0,neutral
667574,https://www.rtvslo.si/sport/zimski-sporti/smrekar-ob-100-letnici-szs-ja-napovedal-kandidaturo-za-nordijski-sp-2031/667574,2023-05-09 20:47:00,"SZS, Smučarska zveza Slovenije, 100 let","Enzo Smrekar, Toni Cahunek, Ilka Štuhec, Žan Kranjec, Jakov Fak, Gloria Kotnik, Tim Mastnak, Rok Marguč, Ema Klinec,  Nika Križnar, Urša Bogataj, Nika Prevc, Timi Zajc, Anže Lanišek, Žiga Jelar, Domen Prevc, Lovrom Kosom, Žigo Jelarjem","Smučarska zveza Slovenije praznuje 100 let od svoje ustanovitve. Ob slavnostnem jubileju so se na Gospodarskem razstavišču v Ljubljani zbrali člani te velike družine, kot so Ilka Štuhec, Timi Zajc, Jakov Fak ...",0.0,neutral
667264,https://www.rtvslo.si/sport/nogomet/nemsko-nogometno-prvenstvo/kampl-odlocil-v-freiburgu-bayern-z-zmago-v-bremnu-ostaja-na-vrhu/667264,2023-05-06 21:00:00,"Kevin Kampl, Leroy Sane, Serge Gnabry","Karim Adeyemi, Koena Casteelsa, Sebastian Haller, Donyell Malen, Jude Bellingham, Juliana Brandta, 31. krog:, RB LEIPZIG, BORUSSIA (M), BORUSSIA (D)","Kevin Kampl je zagotovil Leipzigu tri velike točke v boju za uvrstitev v Ligo prvakov. V 73. minuti je dosegel edini zadetek v Freiburgu (0:1). V Bremnu se je Werder zelo dobro upiral Bayernu, ki pa je ohranil vodstvo tri kroge pred koncem (1:2).",0.0,neutral
667557,https://www.rtvslo.si/sport/zimski-sporti/organizatorji-si-prizadevajo-da-bi-jubilejno-60-zlato-lisico-pripeljali-nazaj-v-maribor/667557,2023-05-09 18:08:00,"Zlata lisica, alpsko smučanje, Gregor Ledinek",,"Generalni sekretar Zlate lisice Gregor Ledinek je povedal, da si bodo prizadevali, da bo ta znova potekala v Mariboru. A za zdaj okoliščine še niso na strani Mariborčanov.",0.0,neutral
666977,https://www.rtvslo.si/sport/nogomet/prva-liga/domzalcani-z-zmago-na-bonifiki-le-se-tocko-za-koprom/666977,2023-05-04 17:30:00,"Prva liga, Koper, Domžale, Tabor Sežana, Bravo","34. krog:, Tabor Sežana:, KALCER RADOMLJE","Na zadnji tekmi 34. kroga Prve lige je Koper izgubil proti Domžalam z 2:3. Boj za četrto mesto, ki vodi v kvalifikacije za Konferenčno ligo, se je zaostril. Obračun med Bravom in Taborom Sežano se je končal brez zmagovalca (1:1).",0.0,neutral
666799,https://www.rtvslo.si/sport/nogomet/leipzig-brez-poskodovanega-kampla-zanesljivo-v-finale/666799,2023-05-02 23:12:00,"Dani Olmo, Christopher Nkunku, Dominik Szoboszlai, RB Leipzig, SC Freiburg, nemški pokal","RB LEIPZIG,  EINTRACHT FRANKFURT",Nogometaši Leipziga bodo 3. junija v Berlinu branili lovoriko v nemškem pokalu. V polfinalu so prikazali sijajno predstavo v Freiburgu in že do odmora štirikrat zatresli mrežo gostiteljev. Po 90 minutah je bilo 1:5.,0.0,neutral
669423,https://www.rtvslo.si/sport/zimski-sporti/svetovni-pokal-v-alpskem-smucanju/tudi-v-prihodnji-sezoni-smucarke-namesto-v-mariboru-v-kranjski-gori/669423,2023-05-25 10:15:00,"alpsko smučanje, zlata lisica, Maribor, Kranjska Gora",,"Mednarodna smučarska zveza je potrdila koledar svetovnega pokala v alpskem smučanju za sezono 2023/24. Na njem ni Maribora, tako da bodo smučarke v Sloveniji znova tekmovale v Kranjski Gori na začetku januarja.",0.0,neutral
671349,https://www.rtvslo.si/sport/preostali-sporti/benjamin-savsek-z-zmago-na-vltavi-povabil-navijace-v-tacen/671349,2023-06-10 11:13:00,"kanu, svetovni pokal, Benjamin Savšek",,"Benjamin Savšek je po šestih letih spet zmagal na tekmi svetovnega pokala. Z izjemno predstavo je v Pragi za več kot tri sekunde in pol ugnal Slovaka Mateja Benuša in pred domačo tekmo v Tacnu dokazal, da je še vedno v samem svetovnem kanuističnem vrhu.",0.3959926664829254,positive
671285,https://www.rtvslo.si/sport/preostali-sporti/eva-tercelj-se-ni-na-zeleni-ravni-brez-finala-tudi-kauzer/671285,2023-06-09 15:50:00,"kajak, kanu, svetovni pokal"," Eva Terčelj,  Jessica Fox,  Peter Kauzer",Na drugi tekmi sezone svetovnega pokala v slalomu na divjih vodah v Pragi je bil kajakaški del slovenske ekipe znova razočaran. Najboljši rezultat je s 16. časom postavila Eva Terčelj.,0.0,neutral
