id,url,date,keywords,mentions,lead,sentiment_raw,sentiment_label
666389,https://www.rtvslo.si/sport/kosarka/jadranska-liga/kosarkarji-olimpije-letos-se-niso-pokazali-taksne-zelje-kot-so-jo-na-tekmi-sezone/666389,2023-05-14 06:44:00,"Cedevita Olimpija, Miro Alilović, Liga ABA","Karlo Matković,, Yogi Ferrell, Zoranom Dragićem, Jurico Golemcem., Simone Pianigani, , Sani Bečirović,, Vlado Ilievski, , Košarkar (klub), Točke (met), Jaka Blažič, Saša Ciani , Vlatko Čančar, Jakob Čebašek , Žiga Dimec, Luka Dončić, Goran Dragić, Zoran Dragić, Gregor Glas ,  SC Derby, Gregor Hrovat, Dijon -, Robert Jurković , Urban Klavžar , - Murcia, Jaka Klobučar , Martin Krampelj , : Scafati, Miha Lapornik , Jurij Macura , Blaž Mahkovic , Jordan Morgan , Edo Murić, Aleksej Nikolić, Mitja Nikolić , Bine Prepelič , Klemen Prepelič, Rok Radović , Luka Rupnik, Matija Samar , Žiga Samar, Leon Stergar , Leon Šantelj , C. zvezda,  C. zvezda, Luka Ščuka , Mike Tobey , Petar Vujačić , SC Derby, SC Derby","""Na najpomembnejši tekmi sezone smo odigrali najboljšo obrambo,"" je bil po preboju v polfinale Lige ABA zadovoljen Miro Alilović, trener Cedevite Olimpije, ki je v četrtfinalu izločila FMP.",0.43813979625701904,positive
668129,https://www.rtvslo.si/sport/hokej/sp-v-hokeju-2023/kopitar-obstajajo-dvojna-merila-na-sp-ju-in-to-je-sramota-za-sodnike/668129,2023-05-14 18:16:00,"Matjaž Kopitar, Jan Drozg, risi, SP v hokeju 2023",,"Matjaž Kopitar vedno zelo mirno vodi tekme. Tudi v ocenah po koncu srečanj slovenski selektor ne izstopa. Po porazu proti Kanadi z 2:5 se je zelo jezil na glavna sodnika. Tudi povedal jima je, kaj si misli o njunih dvojnih merilih.",0.0,neutral
667978,https://www.rtvslo.si/sport/nogomet/prva-liga/kvesic-elsnik-in-vipotnik-v-igri-za-naj-nogometasa-domace-sezone/667978,2023-05-12 18:55:00,"Spins, nominacije, izbor najboljših",,"Sindikat profesionalnih igralcev nogometa Slovenije (Spins) je predstavil nominirance za nagrade, ki jih bodo podelili v ponedeljek. Kandidati za najboljšega nogometaša sezone so Mario Kvesić, Timi Max Elšnik in Žan Vipotnik.",0.0,neutral
668112,https://www.rtvslo.si/sport/nogomet/prva-liga/maribor-v-94-minuti-ostal-brez-zmage-v-sezani-radomlje-ze-deset-tekem-brez-poraza/668112,2023-05-14 14:26:00,"nogomet, Prva liga Telemach, 35. krog"," Arnela Jakupovića, Alena Korošca, Rok Kronaveter, Sacha Marasović,  Filip Čuić, Oliverja Bogatinova,  KALCER RADOMLJE","V predzadnjem krogu Prve lige so nogometaši Maribora v 94. minuti ostali brez zmage v Sežani, saj je tik pred koncem izenačujoči zadetek za Tabor dosegel Dino Halilović. Kalcer iz Radomelj je v Spodnji Šiški z 0:1 premagal Bravo.",0.0,neutral
668003,https://www.rtvslo.si/sport/nogomet/prva-liga/domzale-pred-zadnjim-krogom-v-boju-za-evropo-pred-koprom-in-muro/668003,2023-05-13 08:39:00,"nogomet, Prva liga Telemach, 35. krog","Aljoša Matko,  Denis Popović, Bartolu Barišiću,  Franko Kovačević, Mirlind Daku, Bernard Karrica, Kobie Morris, Alen Krajnc, 35. krog:, Ob 17.30:","Nogometaši Domžal so v predzadnjem krogu Prve lige z 2:1 ugnali Olimpijo ter so na pragu uvrstitve na končno 4. mesto in v Evropo. Aktualni prvaki so drugič v 10 dneh klonili ob Kamniški Bistrici, saj jih je prejšnjo sredo premagal že Kalcer Radomlje.",0.0,neutral
668058,https://www.rtvslo.si/sport/kosarka/jadranska-liga/cedevita-olimpija-z-odlicno-drugo-cetrtino-tlakovala-pot-v-polfinale/668058,2023-05-13 18:12:00,"Liga ABA, Cedevita Olimpija, FMP","CEDEVITA OLIMPIJA, Prva tekma:, SC DERBY, CRVENA ZVEZDA",Košarkarji Cedevite Olimpije so na odločilni tretji tekmi četrtfinalne serije Lige ABA zanesljivo premagali FMP (97:79) in se prebili med štiri najboljše v regiji.,0.0,neutral
667780,https://www.rtvslo.si/sport/hokej/sp-v-hokeju-2023/dejan-kontrec-ce-ne-bi-bili-optimisticni-potem-bi-tezko-delali-v-sportu/667780,2023-05-12 06:50:00,"Dejan Kontrec, risi, hokej, svetovno prvenstvo, obstanek, elita","Matjaž Kopitar, Anže Kopitar","""Čakajo nas zelo težki tekmeci, a priprave so bile kakovostne, imeli smo dobre tekmece, tudi logistično ni bilo nekih večjih napak, zato upam na najboljše na svetovnem prvenstvu,"" pred začetkom SP-ja razmišlja vodja reprezentance Dejan Kontrec.",0.6335985660552979,positive
667942,https://www.rtvslo.si/sport/nogomet/milec-in-sirk-bosta-pocivala-dve-tekmi-suler-prejel-tri-tekme-kazni/667942,2023-05-12 14:44:00,"Pokal Slovenije, finale, Olimpija, Maribor, Kazni, Disciplinski sodnik, Ljubljana",,"Po burnem pokalnem finalu je disciplinski sodnik za zdaj izrekel le kazni mariborskim uradnim osebam in nogometašema Martinu Milcu in Roku Sirku, ki bosta počivala dve tekmi.",0.0,neutral
668083,https://www.rtvslo.si/sport/hokej/sp-v-hokeju-2023/slovenija-ob-porazu-s-kanado-pustila-dober-vtis/668083,2023-05-14 11:20:00,"hokej, svetovno prvenstvo, Slovenija - Kanada, Jan Drozg"," Jan Drozg , Michael Carcone, Pierra-Oliverra Josepha, Milan Lucic, MacKenzieja Weegarja, Jack McBain, Jan Drozg. , Kazenske minute:","Hokejisti Slovenije so na SP-ju elitne divizije v Rigi pričakovano izgubili s Kanado. Bilo je 5:2, a Slovenci so pustili dober vtis, po prvi tretjini so celo vodili. Oba slovenska zadetka je dosegel Jan Drozg.",-0.4242599606513977,negative
668142,https://www.rtvslo.si/sport/kosarka/drzavno-kosarkarsko-prvenstvo/helios-prvi-polfinalist-ilirija-in-podcetrtek-izsilila-tretjo-tekmo/668142,2023-05-14 22:16:00,"košarka, Liga Nova KBM, državno prvenstvo","TERME OLIMIA, CEDEVITA OLIMPIJA","Košarkarji Heliosa so tudi na drugi tekmi četrtfinala Lige Nova KBM ugnali Rogaško (56:94) in se že uvrstili v polfinale. Ilirija proti Šenčurju (97:76), Podčetrtek pa proti Krki (91:81) sta izenačila na 1:1.",0.0,neutral
