id,url,date,keywords,mentions,lead,sentiment_raw,sentiment_label
668685,https://www.rtvslo.si/sport/sportni-sos/risi-med-elito-ugnali-enega-gostitelja/668685,2023-05-19 09:08:00,"risi, hokej, Slovenija, Latvija",Skupina C,"Slovenska hokejska reprezentanca je na svetovnih prvenstvih elitne divizije osemkrat igrala proti gostiteljem, edine zmage pa se je veselila leta 2005, ko je v Innsbrucku premagala Avstrijo s 6:2.",0.0,neutral
666984,https://www.rtvslo.si/sport/zimski-sporti/planica-in-lahti-brez-protikandidata-trije-se-potegujejo-za-sp-v-alpskem-smucanju/666984,2023-05-04 12:55:00,"svetovno prvenstvo v poletih, zimski športi, Planica",,"Smučarska zveza Slovenije (SZS) je vložila kandidaturo za svetovno prvenstvo v poletih, ki bo leta 2028, iz Mednarodne smučarske zveze (FIS) pa so sporočili, da je Planica edina kandidatka za to tekmovanje. ",0.0,neutral
667574,https://www.rtvslo.si/sport/zimski-sporti/smrekar-ob-100-letnici-szs-ja-napovedal-kandidaturo-za-nordijski-sp-2031/667574,2023-05-09 20:47:00,"SZS, Smučarska zveza Slovenije, 100 let","Enzo Smrekar, Toni Cahunek, Ilka Štuhec, Žan Kranjec, Jakov Fak, Gloria Kotnik, Tim Mastnak, Rok Marguč, Ema Klinec,  Nika Križnar, Urša Bogataj, Nika Prevc, Timi Zajc, Anže Lanišek, Žiga Jelar, Domen Prevc, Lovrom Kosom, Žigo Jelarjem","Smučarska zveza Slovenije praznuje 100 let od svoje ustanovitve. Ob slavnostnem jubileju so se na Gospodarskem razstavišču v Ljubljani zbrali člani te velike družine, kot so Ilka Štuhec, Timi Zajc, Jakov Fak ...",0.0,neutral
658029,https://www.rtvslo.si/sport/zimski-sporti/sp-v-nordijskem-smucanju-planica-2023/v-tamar-mimo-planice-v-casu-sp-ja-samo-z-vstopnico-ali-akreditacijo/658029,2023-02-15 20:47:00,"Planica, Tamar, SP 2023",doline Tamar,"Od ponedeljka v Planici ni več mogoče parkiranje, saj zaradi prihajajočega SP-ja v nordijskem smučanju velja spremenjen prometni režim. Sočasno bo od 18. februarja do 5. marca do planinske koče v Tamarju mogoče le z vstopnico ali akreditacijo.",0.0,neutral
666723,https://www.rtvslo.si/sport/atletika/umrl-nekdanji-olimpijski-prvak-in-svetovni-rekorder-ralph-boston/666723,2023-05-01 22:00:00,"Ralph Boston, Jesse Owens, Bob Beamon",,"V 83. letu starosti je v nedeljo umrl nekdanji olimpijski prvak v skoku v daljino Ralph Boston. V zgodnjih šestdesetih letih prejšnjega stoletja je bil najboljši na svetu v tej disciplini, izboljšal pa je tudi svetovni rekord legendarnega Jesseja Owensa.",0.0,neutral
669942,https://www.rtvslo.si/sport/zimski-sporti/svetovni-pokal-v-nordijskem-smucanju/dober-obcutek-ko-se-zbujas-z-bolecinami-v-misicah/669942,2023-05-29 20:12:00,"smučarski skoki, slovenska reprezentanca, kondicijske priprave"," Žiga Jelar, Anže Lanišek, Timi Zajc:","""Želel si je Planice, in verjamem, da je zdaj imel ta občutek. Če takšnega občutka v skakalni karieri ni mogel doživeti v taki meri, ga je vsekakor na Višarjah,"" je Rogličev presežek opisal njegov nekdanji reprezentančn skakalni kolega Robert Hrgota.",0.0,neutral
669824,https://www.rtvslo.si/sport/sportni-sos/sos-odmev/tratnik-o-novem-kralju-gira-roglic-lahko-tour-osvoji-tudi-pri-39-letih/669824,2023-05-29 06:15:00,"Giro, Dirka po Italiji, Jan Tratnik, Primož Roglič","Slavko Jerič, Toni Gruden, Jana Tratnika, Primoža Rogliča, Mitje Mežnarja, Patrick Lefevere, Mitje Vilerja, 2. del, 3. del","""Primož Roglič bo vse naredil za kolesarstvo in družino! Vedno bo imel svoj fokus in željo, sledil bo temu, da bo najboljši na svetu,"" je zmagovalca Dirke po Italiji opisal Jan Tratnik, njegov moštveni kolega pri Jumbo Vismi.",0.0,neutral
669699,https://www.rtvslo.si/sport/kolesarstvo/dirka-po-italiji/solze-srece-custvenih-navijacev-po-roglicevem-uspehu-ne-samo-celado-lasuljo-dol/669699,2023-05-27 11:03:00,"Dirka po Italiji, Primož Roglič, navijači, Svete Višarje","Primož Roglič, Anže Lanišek","""Končno je dočakal to, kar si zasluži,"" pravi ena izmed vzhičenih navijačic, ki je budno spremljala dramatičen podvig Primoža Rogliča na Svetih Višarjah. ""Tudi, če bi bil brez verige, bi danes zmagal, ker si je to tako zaslužil,"" je pristavil njen rojak.",0.4607771933078766,positive
669746,https://www.rtvslo.si/sport/kolesarstvo/dirka-po-italiji/od-sotekmovalcev-pri-jumbo-vismi-doncica-prevca-do-custvenega-boise/669746,2023-05-27 20:28:00,"Primož Roglič, Dirka po Italiji, Giro, odzivi","Jan Tratnik, Luka Mezgec, Luka Dončić, Peter Prevc, Burek Olimpiji, Vladimir Boisa",Filmski razplet v romarskem središču nikogar ni pustil ravnodušnega. Primož Roglič se je v neverjetnem razpletu v zadnjih kilometrih dokopal do rožnate majice in na noge spravil številne navijače in kolesarske spremljevalce.,0.0,neutral
671393,https://www.rtvslo.si/sport/preberite-tudi/julija-kruder-za-las-brez-finala-v-bressanoneju/671393,2023-06-10 21:40:00,"Julija Kruder, športno plezanje, svetovni pokal",,"Športna plezalka Julija Kruder je v polfinalu tekme svetovnega pokala v balvanskem plezanju v Bressanoneju v Italiji zasedla osmo mesto in zaostala za šesterico, ki se je pomerila v finalu. V Italiji ta konec tedna ne nastopa Janja Garnbret.",0.0,neutral
