id,url,date,lead,moja_ocena,komentar
728155.0,https://www.rtvslo.si/sport/zimski-sporti/svetovni-pokal-v-nordijskem-smucanju/na-zacetku-brez-najboljsega-letalca-prejsnje-sezone/728155,2024-11-21 11:36:41,Najboljši letalec na smučeh prejšnje sezone Daniel Huber bo zaradi poškodbe desnega kolena izpustil uvod letošnjega svetovnega pokala.,neutral,
728609.0,https://www.rtvslo.si/sport/rokomet/evropsko-prvenstvo-v-rokometu-z/slovenke-najprej-caka-favorizirana-norveska-kljucni-bosta-tekmi-proti-slovaski-in-avstriji/728609,2024-11-25 20:49:09,"Slovenska ženska reprezentanca bo v torek odpotovala v Innsbruck. V skupinskem delu evropskega prvenstva bo prvo tekmo igrala v četrtek ob 20.30 proti velesili Norveški, odločilni tekmi pa jo čakata v soboto proti Slovaški in v ponedeljek proti Avstriji.",neutral,
773282.0,https://www.rtvslo.si/sport/oi-2026/sporti/smucarski-skoki/nika-prevc-tezko-cakala-veliko-skakalnico-na-prvem-preizkusu-pa-je-bila-prevec-neucakana/773282,2026-02-12 20:39:41,"""Niki upravičeno nista zadovoljni, saj imata obe še kar nekaj rezerv. Vemo, v čem je težava, zato me ne skrbi,"" je po prvem preizkusu olimpijske velike skakalnice v Predazzu povedal glavni slovenski trener Jurij Tepeš.",neutral,
736672.0,https://www.rtvslo.si/sport/zimski-sporti/svetovni-pokal-v-nordijskem-smucanju/sreca-v-nesreci-da-zaradi-poskodbe-izgubljena-sezona-ni-olimpijska/736672,2025-02-16 06:58:04,"Nika Vodan, prva slovenska skakalka z velikim kristalnim globusom, je morala zaradi operacije kolena predčasno končati predolimpijsko zimo. Odločena je, da se poleti vrne v pogon, med skakalno elito pa že v prihodnji sezoni z vrhuncem pod petimi krogi.",negative,
769865.0,https://www.rtvslo.si/sport/zimski-sporti/zakulisje/nika-prevc-bi-bila-rada-popravljavka-knjig-ali-arhivistka/769865,2026-01-13 16:59:57,"Nika Prevc ni samo odlična skakalka, ampak tudi zelo pridna študentka bibliotekarstva. Knjige jo spremljajo že od malih nog, saj je tudi njena mama Julijana knjižničarka. V najbolj osebnem portretu doslej boste Niko Prevc spoznali v povsem novi luči.",positive,
761330.0,https://www.rtvslo.si/sport/hokej/liga-icehl/olimpija-v-zadnji-tretjini-strla-vorarlberg-in-ostaja-na-vrhu-po-cetrtini-rednega-dela/761330,2025-10-19 16:00:45,Hokejisti Olimpije so tudi v Feldkirchu prikazali zelo dobro predstavo. Vorarlberg je moral v 12. krogu Lige IceHL priznati premoč zmajem (1:4). Ljubljančani so zbrali že 25 točk in ostajajo na vrhu po četrtini rednega dela.,positive,
695592.0,https://www.rtvslo.si/sport/zimski-sporti/svetovni-pokal-v-nordijskem-smucanju/vremenske-razmere-preprecile-tekmo-v-zau/695592,2024-01-21 07:08:31,"V Zau bi morala biti na sporedu še tretja tekma smučarskih skakalk, toda vreme je preprečilo njeno izvedbo. Organizatorji so začetek prestavili za dve uri, na koncu pa so se morali vdati in jo odpovedati. ",negative,
731303.0,https://www.rtvslo.si/sport/zimski-sporti/svetovni-pokal-v-nordijskem-smucanju/vreme-v-engelbergu-preprecilo-drugo-tekmo-skakalk/731303,2024-12-22 09:20:57,"Sedem skakalk je bilo še na vrhu, ko je v Engelbergu začelo močno snežiti. Organizatorji so na koncu le priznali premoč vremenu in odpovedali šesto preizkušnjo predolimpijske sezone svetovnega pokala.",neutral,
677192.0,https://www.rtvslo.si/sport/zimski-sporti/kriznar-zmagala-se-na-tretji-tekmi-poletne-velike-nagrade/677192,2023-08-05 13:05:54,"Nika Križnar je zmagala tudi na tretji tekmi poletne velike nagrade smučarskih skakalk. Potem ko je dobila obe tekmi na uvodni postaji v Courchevelu, je prepričljivo slavila še v Szczyrku na Poljskem. ",positive,
697661.0,https://www.rtvslo.si/sport/zimski-sporti/embacher-zdrzal-pritisk-in-skocil-do-zlata-drinovec-deveti/697661,2024-02-08 08:31:19,"Na mladinskem svetovnem prvenstvu v nordijskem smučanju v Planici se je med smučarskimi skakalci najbolje odrezal Avstrijec Stephan Embacher, ki je osvojil zlato medaljo. Najboljši Slovenec je bil Jaka Drinovec na devetem mestu.",positive,
702391.0,https://www.rtvslo.si/sport/zimski-sporti/planica/stoch-peter-prevc-je-eden-najvecjih-v-nasem-sportu/702391,2024-03-22 10:19:56,"Legendarni Kamil Stoch je priznal, da Petru Prevcu kar malce zavida, kako se poslavlja, saj je ob koncu kariere v izvrstni formi. Poljski as je z najuspešnejšim slovenskim skakalcem tekmoval za največje lovorike. ",neutral,
693269.0,https://www.rtvslo.si/sport/hokej/liga-icehl/sz-olimpija-dvakrat-zaostajala-a-odgovorila-s-tremi-goli-za-13-zmago/693269,2023-12-30 20:44:51,Hokejisti SŽ-ja Olimpije so na tekmi 34. kroga Lige IceHL v obračunu ekip iz spodnjega dela lestvice na domačem ledu premagali Asiago s 4:2.,positive,
696167.0,https://www.rtvslo.si/sport/zimski-sporti/preporod-timija-zajca-ki-je-na-poti-k-novemu-naslovu-svetovnega-prvaka/696167,2024-01-26 07:51:22,"Timi Zajc dokazuje, da je mož za velike tekme. Po polovici posamične tekme svetovnega prvenstva v poletih 23-letni slovenski as vodi z lepo prednostjo. V igri za medaljo je tudi Lovro Kos, ki po dveh serijah zaseda peto mesto.",positive,
730570.0,https://www.rtvslo.si/sport/kosarka/liga-nba/denver-kljub-zadrzanemu-jokicu-premagal-clipperse-embiid-znova-poskodovan/730570,2024-12-14 07:20:40,"Košarkarji Denverja so vendarle prekinili niz porazov proti Clippersom. Z izvrstnim drugim polčasom, ko so dosegli kar 72 točk, so bili od losangeleške ekipe boljši s 120:98.",positive,
763351.0,https://www.rtvslo.si/sport/nogomet/konferencna-liga/zelim-pripeljati-himno-lige-prvakov-v-celje-ze-v-naslednji-sezoni/763351,2025-11-07 19:07:56,"Nogometaši Celja prepričljivo vodijo v Prvi ligi, v Konferenčni ligi pa imajo po treh krogih tri zmage. Ambicije predsednika celjskega kluba Valerija Kolotila segajo vse do Lige prvakov že v prihodnji sezoni. ",positive,
773514.0,https://www.rtvslo.si/sport/citat-za-prebrat/philipp-raimund-o-srecanju-s-slovenskimi-navijaci/773514,2026-02-15 11:02:56,"To je bilo nekoliko neprijetno. S tem nisem imel absolutno nič. Veste, da je ta človek Švicar, kajne? To se mi zdi zdaj, ko je Domen zmagal, nekoliko neprimerno. Popolnoma nepotrebno, ampak kaže na človeško šibkost.",negative,
741056.0,https://www.rtvslo.si/sport/zimski-sporti/planica/popoln-dan-v-planici-v-sliki-in-besedi/741056,2025-03-30 13:29:17,"17.050 gledalcev je zadnji dan pod Poncami uživalo v sanjskih poletih Anžeta Laniška in Domna Prevca. V njuno čast je v Planici zadonela Zdravljica. Popoln zaključek planiškega praznika, ki si ga je v štirih dneh ogledalo okoli 65 tisoč navijačev.",neutral,
777379.0,https://www.rtvslo.si/sport/zimski-sporti/planica/hrgota-o-novi-pogodbi-zelja-je-na-obeh-straneh/777379,2026-03-24 17:14:35,"Za slovenskimi skakalci je nova izjemno uspešna sezona, ki jo je zaznamovala prevlada Domna Prevca. Ob najboljšem tekmovalcu olimpijske zime bo v Planici nastopilo še sedem orlov.",positive,
772960.0,https://www.rtvslo.si/sport/oi-2026/dolimita-danes-morda-zadnja-olimpijska-tekma-na-srednji-skakalnici/772960,2026-02-10 12:03:27,"Apetiti so bili veliki, a že treningi moške preizkušnje na srednji skakalnici so nakazali, da Slovenci sinoči, za razliko od večina tekem v svetovnem pokalu, niso sodili v najožji krog favoritov.",negative,
693504.0,https://www.rtvslo.si/sport/sportni-sos/nika-prevc-v-povprecju-zmaguje-z-rekordno-razliko/693504,2024-01-04 07:20:45,"Nika Prevc je svojo prvo zmago v svetovnem pokalu slavila z 2,6 točke prednosti, drugo z 12,9, pri svoji tretji pa je vse tekmice premagala kar za 26 točk, s čimer je na začetku svoje kariere najbolj prepričljiva smučarka skakalka do zdaj. ",positive,
728196.0,https://www.rtvslo.si/sport/zimski-sporti/zelene-zime-kljub-60-letni-tradiciji-odnesle-zlato-lisico-sljeme-pa-se-vraca-januarja-2026/728196,2024-11-23 08:11:15,"Svetovni pokali v zimskih športih se v zadnjih letih spopadajo z različnimi težavami. Zelene zime so povzročile največje težave alpskim smučarjem, odhodi močnih pokroviteljev pa so največja težava smučarskega teka. Še najbolje so jo odnesli biatlonci.",negative,
759312.0,https://www.rtvslo.si/sport/hokej/drzavno-hokejsko-prvenstvo/stanje-na-jesenicah-je-katastrofalno-klub-deluje-amatersko-vse-je-brezplacno/759312,2025-10-01 08:44:42,"Hokej na Jesenicah ima zares dolgo tradicijo. 6. januarja bo minilo 78 let od ustanovitve, a še nikoli ni bil klub v tako slabem finančnem stanju. Trenerski štab ne dobiva plač, hokejisti pa igrajo v Alpski ligi in v državnem prvenstvu zastonj.",negative,
736416.0,https://www.rtvslo.si/sport/zimski-sporti/taja-bodlaj-bronasta-na-mladinskem-svetovnem-prvenstvu/736416,2025-02-12 22:44:48,Taja Bodlaj je na mladinskem svetovnem prvenstvu v Lake Placidu osvojila bronasto medaljo na tekmi smučarskih skakalk na srednji skakalnici. Branilka naslova z lanskega SP-ja v Planici Tina Erzar je bila četrta.,neutral,
731533.0,https://www.rtvslo.si/sport/sportni-sos/slab-zacetek-skakalcev-a-upanje-ostaja/731533,2024-12-27 10:00:00,"Slovenski skakalci niso najbolje začeli sezone svetovnega pokala, saj so osvojili najmanj točk v zadnjih 14 zimah, a hrabri lanska statistika, ko so do novoletne turneje ostali brez odra, nato pa zbrali kar 16 posamičnih stopničk.",negative,
777140.0,https://www.rtvslo.si/sport/zimski-sporti/svetovni-pokal-v-nordijskem-smucanju/veter-odpihnil-drugo-tekmo-na-letalnici-v-vikersundu/777140,2026-03-22 15:06:35,"Drugo tekmo smučarskih skakalcev na letalnici v Vikersundu so zaradi premočnega vetra odpovedali. Sprva so prekinili in odpovedali kvalifikacije, nato so start tekme večkrat preložili in uro po prvotnem začetku preizkušnjo tudi dokončno odpovedali.",negative,
770092.0,https://www.rtvslo.si/sport/zimski-sporti/svetovni-pokal-v-nordijskem-smucanju/vasja-bajc-prinesel-nov-veter-v-slovaske-smucarske-skoke/770092,2026-01-14 14:19:24,"Prejšnji konec tedna je veliko veselja prinesel slovaški skakalni reprezentanci, ki jo od to sezono vodi Slovenec Vasja Bajc.",neutral,
774249.0,https://www.rtvslo.si/sport/oi-2026/utrinki/slovenska-hisa-gostila-stevilne-sportne-funkcionarje-in-olimpijce/774249,2026-02-22 15:14:22,"Med olimpijskimi igrami je v Cortini d'Ampezzo delovala Slovenska hiša, ki jo je postavil Olimpijski komite Slovenije. Le nekaj korakov od navijaškega območja je bila stičišče športnikov, športnih funkcionarjev in obiskovalcev ter prizorišče 25 dogodkov.",neutral,
700015.0,https://www.rtvslo.si/sport/hokej/liga-icehl/olimpija-po-75-minutah-boja-v-brunicu-ostala-brez-cetrtfinala/700015,2024-02-29 19:30:37,Na odločilni tekmi za preboj v končnico Lige IceHL je Pustertal premagal SŽ Olimpijo s 4:3 po podaljšku. Odločilni zadetek je dosegel Rick Schofield v 75. minuti ob prednosti igralca več.,neutral,
734571.0,https://www.rtvslo.si/sport/zimski-sporti/svetovni-pokal-v-nordijskem-smucanju/hrgota-po-slovenskem-uspehu-vidimo-da-znamo-koncno-se-nam-je-vse-sestavilo/734571,2025-01-25 20:08:11,"""Videti je, da mi je pisana na kožo,"" po četrti zmagi na letalnici Heinija Klopferja v Oberstdorfu pravi Timi Zajc. ""Za jutri upam še na ene stopničke,"" dodaja.",positive,
732016.0,https://www.rtvslo.si/sport/zimski-sporti/svetovni-pokal-v-nordijskem-smucanju/skakalke-zacenjajo-turnejo-dveh-vecerov/732016,2024-12-31 16:10:08,Nika Prevc je zanesljivo dobila prvo tekmo druge turneje dveh večerov v Garmisch-Partenkirchnu. Veselila se je jubilejne desete zmage v svetovnem pokalu. Druga slovenska predstavnica Ema Klinec je končala na 12. mestu.,neutral,
